,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
43,ŁKS Łódź,Jagiellonia Białystok,A,0,3,29,68,32,13,11,4,4,9,7,,,,,9,1,3,2,,,1,4,17,11,,,3.0,4.0,,,590.0,226.0,,,112,77,92,42,3.0650000000000004,2.45,3.35,2020-06-10
44,Wisła Kraków,Raków Częstochowa,H,3,2,29,49,51,8,14,5,5,3,9,,,,,2,3,0,1,,,3,2,24,17,,,4.0,2.0,,,398.0,359.0,,,93,87,41,69,2.715,2.78,3.2750000000000004,2020-06-10
45,Wisła Płock,Śląsk Wrocław,A,1,2,29,32,68,11,9,4,5,7,4,,,,,6,7,1,1,,,3,3,8,20,,,0.0,1.0,,,210.0,480.0,,,80,93,59,56,2.91,2.73,3.1,2020-06-10
265,Śląsk Wrocław,ŁKS Łódź,H,4,0,30,46,54,10,13,6,3,4,10,,,,,8,4,1,0,,,3,2,18,14,,,0.0,2.0,,,,,,,96,117,56,55,1.765,4.82,3.875,2020-06-14
40,Pogoń Szczecin,Lechia Gdańsk,D,1,1,30,41,59,9,8,3,3,6,5,,,,,4,2,0,3,,,2,2,21,10,,,5.0,1.0,,,0.0,0.0,,,73,103,49,56,2.455,3.045,3.38,2020-06-14
41,Raków Częstochowa,Zagłębie Lubin,H,2,1,30,44,56,11,10,3,3,8,7,,,,,7,4,1,1,,,2,1,11,16,,,2.0,0.0,,,,,,,92,136,69,76,2.455,2.99,3.46,2020-06-14
38,Jagiellonia Białystok,Piast Gliwice,A,0,2,30,55,45,17,11,5,5,12,6,,,,,3,4,2,2,,,3,5,16,14,1.0,0.0,4.0,1.0,,,544.0,318.0,,,92,69,56,50,2.75,2.8,3.225,2020-06-14
39,Korona Kielce,Lech Poznań,A,0,3,30,48,52,18,13,3,6,15,7,,,,,10,2,3,0,,,3,3,20,11,,,4.0,1.0,,,378.0,446.0,,,69,76,58,45,4.345,1.825,3.975,2020-06-14
37,Górnik Zabrze,Legia Warszawa,H,2,0,30,42,58,8,30,5,10,3,20,,,,,4,13,0,2,,,10,3,15,12,,,,,,,318.0,448.0,,,102,118,73,120,4.94,1.685,4.175,2020-06-14
36,Cracovia,Wisła Płock,D,1,1,30,61,39,16,19,4,5,12,14,,,,,4,7,1,0,,,4,3,12,13,,,1.0,1.0,,,,,,,94,75,42,22,1.79,4.82,3.75,2020-06-14
35,Arka Gdynia,Wisła Kraków,D,0,0,30,40,60,8,16,2,6,6,10,,,,,2,5,2,1,,,6,2,16,20,,,2.0,2.0,,,249.0,464.0,,,83,86,67,81,2.745,2.7,3.38,2020-06-14
264,Zagłębie Lubin,ŁKS Łódź,H,1,0,31,54,46,20,9,8,3,12,6,,,,,7,2,5,0,,,3,7,22,16,0.0,1.0,4.0,4.0,,,483.0,377.0,,,129,93,101,51,1.5950000000000002,5.67,4.4,2020-06-19
34,Górnik Zabrze,Korona Kielce,H,3,2,31,48,52,19,12,7,4,12,8,,,,,8,6,1,1,,,2,4,14,18,1.0,1.0,2.0,4.0,,,304.0,351.0,,,103,86,85,67,1.88,4.3599999999999985,3.675,2020-06-19
33,Wisła Płock,Arka Gdynia,D,0,0,31,46,54,11,12,4,3,7,9,,,,,9,3,2,0,,,3,4,13,32,,,2.0,3.0,,,339.0,321.0,,,105,100,65,64,2.04,3.85,3.5,2020-06-20
263,Piast Gliwice,Lech Poznań,A,0,2,31,63,37,19,5,6,2,13,3,,,,,5,4,3,0,,,0,6,10,13,0.0,1.0,2.0,6.0,,,592.0,281.0,,,113,70,91,40,2.865,2.675,3.215,2020-06-20
262,Raków Częstochowa,Wisła Kraków,H,3,1,31,44,56,14,9,4,3,10,6,,,,,5,6,0,1,,,2,1,12,5,0.0,1.0,2.0,2.0,,,309.0,436.0,,,73,88,60,61,2.285,3.27,3.435,2020-06-20
31,Legia Warszawa,Śląsk Wrocław,H,2,0,31,43,57,15,8,7,0,8,8,,,,,4,6,1,1,,,0,5,19,13,0.0,1.0,3.0,4.0,,,261.0,384.0,,,71,96,50,56,1.435,7.435,5.025,2020-06-21
32,Cracovia,Jagiellonia Białystok,A,1,2,31,61,39,19,6,1,4,18,2,,,,,11,3,2,1,,,2,0,16,17,,,3.0,2.0,,,436.0,260.0,,,125,83,96,40,2.035,4.01,3.425,2020-06-21
261,Pogoń Szczecin,Lechia Gdańsk,A,0,1,31,65,35,26,8,7,4,19,4,,,,,7,1,1,2,,,3,7,9,18,,,3.0,3.0,,,512.0,242.0,,,93,67,73,22,2.555,2.985,3.3,2020-06-21
30,Arka Gdynia,Zagłębie Lubin,H,3,2,32,36,64,9,15,5,2,4,13,,,,,3,10,2,1,,,1,2,24,13,0.0,1.0,4.0,4.0,,,189.0,534.0,,,66,97,53,92,2.55,2.795,3.525,2020-06-23
28,ŁKS Łódź,Górnik Zabrze,A,1,3,32,59,41,10,9,2,6,8,3,,,,,6,3,2,0,,,3,1,25,15,1.0,0.0,4.0,1.0,,,449.0,303.0,,,135,108,74,58,3.355,2.225,3.525,2020-06-23
260,Korona Kielce,Raków Częstochowa,A,0,1,32,66,34,19,5,6,3,13,2,,,,,4,3,3,3,,,2,6,23,26,,,2.0,6.0,,,467.0,213.0,,,138,74,103,50,2.76,2.75,3.2750000000000004,2020-06-23
29,Wisła Kraków,Wisła Płock,H,1,0,32,52,48,14,8,4,2,10,6,,,,,5,5,1,0,,,2,3,21,10,,,2.0,1.0,,,352.0,339.0,,,112,96,74,48,2.025,3.795,3.66,2020-06-23
27,Lech Poznań,Pogoń Szczecin,D,0,0,32,62,38,10,7,1,0,9,7,,,,,5,3,3,1,,,0,1,15,15,,,3.0,3.0,,,554.0,305.0,,,107,80,75,42,1.55,6.905,4.125,2020-06-24
26,Jagiellonia Białystok,Legia Warszawa,D,0,0,32,58,42,13,8,3,1,10,7,,,,,9,5,1,5,,,1,3,13,17,,,4.0,2.0,,,471.0,312.0,,,103,88,70,60,4.88,1.71,4.1,2020-06-24
259,Lechia Gdańsk,Piast Gliwice,H,1,0,32,50,50,12,12,4,4,8,8,,,,,9,3,2,0,,,4,3,19,9,,,3.0,1.0,,,407.0,366.0,,,95,84,94,77,3.54,2.25,3.275,2020-06-24
25,Śląsk Wrocław,Cracovia,H,3,2,32,51,49,16,17,7,5,9,12,,,,,3,7,1,0,,,3,4,18,15,,,3.0,2.0,,,279.0,320.0,,,97,92,55,55,2.2750000000000004,3.575,3.205,2020-06-25
24,Zagłębie Lubin,Korona Kielce,H,2,1,33,56,44,16,11,11,5,5,6,,,,,5,6,1,0,,,4,9,20,11,,,0.0,2.0,,,415.0,352.0,,,116,119,82,68,1.875,4.13,3.875,2020-06-26
258,Raków Częstochowa,Arka Gdynia,H,3,2,33,51,49,17,13,10,4,7,9,,,,,9,4,1,0,,,2,7,14,14,,,3.0,3.0,,,365.0,350.0,,,97,101,68,59,1.88,4.125,3.875,2020-06-26
257,Legia Warszawa,Piast Gliwice,D,1,1,33,58,42,13,5,4,1,9,4,,,,,3,4,0,0,,,0,3,18,8,0.0,1.0,3.0,2.0,,,491.0,312.0,,,126,101,82,40,1.665,5.62,3.95,2020-06-27
23,Wisła Płock,ŁKS Łódź,H,2,0,33,45,55,11,10,6,4,5,6,,,,,7,4,1,0,,,4,4,21,22,,,2.0,3.0,,,293.0,428.0,,,94,92,68,48,1.72,4.88,4.0,2020-06-27
256,Górnik Zabrze,Wisła Kraków,A,0,1,33,57,43,14,9,2,3,12,6,,,,,9,5,0,3,,,2,2,11,9,,,1.0,0.0,,,372.0,286.0,,,116,94,95,65,2.055,3.675,3.6,2020-06-27
255,Jagiellonia Białystok,Lechia Gdańsk,A,1,2,33,58,42,19,12,7,4,12,8,,,,,7,4,1,5,,,2,6,12,15,,,1.0,0.0,,,448.0,271.0,,,93,100,73,65,2.175,3.53,3.45,2020-06-28
22,Śląsk Wrocław,Lech Poznań,D,2,2,33,51,49,16,7,6,5,10,2,,,,,7,5,1,1,,,3,4,13,11,,,2.0,2.0,,,303.0,267.0,,,105,103,73,65,3.37,2.25,3.425,2020-06-28
21,Cracovia,Pogoń Szczecin,H,2,1,33,37,63,8,12,3,1,5,11,,,,,7,7,1,1,,,0,1,20,14,,,2.0,1.0,,,231.0,453.0,,,71,109,57,71,2.1100000000000003,3.835,3.325,2020-06-29
20,Korona Kielce,Arka Gdynia,D,1,1,34,61,39,20,7,5,2,15,5,,,,,9,3,2,0,,,1,4,15,21,,,5.0,5.0,,,446.0,211.0,,,116,70,102,56,2.375,3.17,3.35,2020-07-03
254,ŁKS Łódź,Wisła Kraków,A,1,2,34,55,45,14,14,5,6,9,8,,,,,3,8,0,1,,,4,4,17,25,,,2.0,4.0,,,349.0,339.0,,,119,123,77,88,4.11,1.885,3.8,2020-07-03
253,Lech Poznań,Legia Warszawa,H,2,1,34,54,46,10,8,5,2,5,6,,,,,5,5,1,0,,,1,3,16,19,,,2.0,1.0,,,402.0,346.0,,,111,111,57,52,2.76,2.76,3.2750000000000004,2020-07-04
19,Raków Częstochowa,Zagłębie Lubin,A,1,2,34,52,48,9,17,3,7,6,10,,,14.0,17.0,3,8,1,2,23.0,21.0,5,2,16,12,,,,,,,,,,,80,89,66,87,2.175,3.355,3.625,2020-07-04
18,Lechia Gdańsk,Cracovia,A,0,3,34,61,39,9,15,2,5,7,10,,,,,5,7,1,0,,,3,2,15,11,,,2.0,2.0,,,424.0,267.0,,,90,76,75,67,2.45,3.065,3.335,2020-07-04
16,Piast Gliwice,Śląsk Wrocław,H,1,0,34,49,51,18,20,7,7,11,13,,,,,4,10,1,3,,,7,6,11,14,,,0.0,1.0,,,328.0,356.0,,,100,84,78,73,2.01,3.86,3.605,2020-07-05
17,Pogoń Szczecin,Jagiellonia Białystok,D,2,2,34,39,61,8,29,4,9,4,20,,,,,5,11,5,1,,,7,2,9,15,1.0,0.0,4.0,3.0,,,196.0,500.0,,,76,97,54,110,2.75,2.75,3.28,2020-07-05
252,Wisła Płock,Górnik Zabrze,H,1,0,34,55,45,8,8,3,3,5,5,,,,,2,3,4,3,,,3,2,13,17,,,3.0,2.0,,,430.0,317.0,,,98,103,48,67,2.805,2.725,3.23,2020-07-06
251,Zagłębie Lubin,Wisła Płock,A,0,1,35,50,50,11,14,3,3,8,11,,,,,3,4,2,2,,,2,3,18,14,1.0,0.0,4.0,2.0,,,357.0,345.0,,,86,98,79,80,1.89,4.26,3.68,2020-07-10
15,Górnik Zabrze,Raków Częstochowa,H,4,1,35,57,43,16,19,9,4,7,15,,,,,5,9,2,2,,,3,5,7,13,,,3.0,0.0,,,412.0,285.0,,,124,71,79,69,2.3,3.125,3.56,2020-07-10
250,Legia Warszawa,Cracovia,H,2,0,35,49,51,17,7,7,1,10,6,,,,,8,5,1,0,,,1,5,22,14,,,4.0,2.0,,,317.0,330.0,,,60,51,78,41,1.5750000000000002,6.175,4.225,2020-07-11
249,Wisła Kraków,Korona Kielce,D,1,1,35,41,59,6,17,4,6,2,11,,,,,5,8,3,0,,,5,3,17,15,1.0,0.0,6.0,2.0,,,247.0,435.0,,,85,122,64,88,1.975,3.91,3.65,2020-07-11
14,Arka Gdynia,ŁKS Łódź,H,3,2,35,40,60,18,14,9,5,9,9,,,,,6,5,1,1,,,3,6,20,13,,,1.0,2.0,,,283.0,473.0,,,88,97,68,74,2.1500000000000004,3.505,3.475,2020-07-11
12,Lech Poznań,Lechia Gdańsk,H,3,2,35,53,47,18,17,7,6,11,11,,,,,4,5,1,5,,,4,4,9,10,0.0,1.0,2.0,1.0,,,397.0,336.0,,,91,84,69,54,1.515,6.655,4.449999999999998,2020-07-12
248,Śląsk Wrocław,Pogoń Szczecin,D,2,2,35,46,54,11,17,6,5,5,12,,,,,4,3,0,1,,,3,4,11,13,,,1.0,2.0,,,321.0,377.0,,,104,101,58,78,1.965,4.19,3.505,2020-07-12
13,Piast Gliwice,Jagiellonia Białystok,H,2,0,35,40,60,11,19,6,5,5,14,,,,,3,8,1,5,,,5,4,9,7,1.0,0.0,2.0,3.0,,,294.0,501.0,,,82,97,59,99,1.76,5.0299999999999985,3.725,2020-07-12
9,Arka Gdynia,Górnik Zabrze,A,1,2,36,51,49,14,12,6,4,8,8,,,,,12,4,5,4,,,2,5,11,12,0.0,1.0,1.0,2.0,,,353.0,306.0,,,89,99,96,77,2.85,2.5,3.525,2020-07-14
11,Wisła Płock,Korona Kielce,H,3,1,36,59,41,10,11,4,3,6,8,,,,,2,3,2,0,,,2,1,19,17,,,,,,,444.0,281.0,,,102,95,45,51,2.05,3.77,3.56,2020-07-14
10,ŁKS Łódź,Raków Częstochowa,H,3,2,36,63,37,17,9,6,1,11,8,,,,,5,9,1,1,,,0,3,15,22,,,,,,,482.0,260.0,,,142,123,100,70,3.35,2.1500000000000004,3.625,2020-07-14
247,Zagłębie Lubin,Wisła Kraków,H,3,1,36,60,40,22,7,9,4,13,3,,,,,6,2,1,2,,,3,6,17,5,,,,,,,501.0,316.0,,,122,95,98,54,2.2,3.265,3.625,2020-07-14
246,Pogoń Szczecin,Piast Gliwice,H,1,0,36,45,55,11,16,5,5,6,11,,,,,4,6,0,0,,,5,4,15,14,,,3.0,2.0,,,328.0,430.0,,,84,118,57,82,3.505,2.1950000000000003,3.405,2020-07-15
8,Lechia Gdańsk,Legia Warszawa,D,0,0,36,60,40,5,12,2,2,3,10,,,,,4,5,3,2,,,2,2,10,13,,,1.0,2.0,,,498.0,294.0,,,123,81,78,69,2.5700000000000003,2.74,3.55,2020-07-15
7,Jagiellonia Białystok,Śląsk Wrocław,H,2,1,36,53,47,17,14,8,6,9,8,,,,,6,4,2,2,,,5,6,14,13,0.0,1.0,1.0,3.0,,,394.0,329.0,,,102,93,81,61,2.6,2.765,3.475,2020-07-15
6,Cracovia,Lech Poznań,A,1,2,36,48,52,11,14,2,8,9,6,,,,,1,10,0,2,,,6,1,17,15,,,1.0,3.0,,,313.0,391.0,,,83,87,56,95,3.605,2.1,3.6,2020-07-15
3,Górnik Zabrze,Zagłębie Lubin,A,0,2,37,52,48,15,18,7,6,8,12,,,,,4,3,1,3,,,4,7,14,9,,,1.0,1.0,,,347.0,329.0,,,106,95,81,76,2.325,3.1,3.535,2020-07-18
245,Wisła Kraków,Arka Gdynia,A,0,1,37,55,45,24,8,7,3,17,5,,,,,13,2,2,1,,,2,7,18,13,,,1.0,1.0,,,363.0,286.0,,,95,79,98,44,2.125,3.4000000000000004,3.7,2020-07-18
5,Raków Częstochowa,Wisła Płock,H,2,1,37,51,49,12,5,3,2,9,3,,,,,4,4,2,0,,,1,1,14,17,,,3.0,5.0,,,317.0,298.0,,,94,69,85,44,2.055,3.57,3.7,2020-07-18
4,Korona Kielce,ŁKS Łódź,H,2,0,37,42,58,16,12,6,2,10,10,,,,,4,9,2,3,,,2,4,21,11,,,3.0,1.0,,,335.0,416.0,,,74,85,63,72,2.1100000000000003,3.45,3.65,2020-07-18
1,Legia Warszawa,Pogoń Szczecin,A,1,2,37,46,54,8,8,3,5,5,3,,,,,2,4,2,1,,,3,2,10,8,,,2.0,3.0,,,350.0,438.0,,,105,96,52,77,2.05,3.74,3.55,2020-07-19
244,Śląsk Wrocław,Lechia Gdańsk,A,1,2,37,56,44,17,8,3,2,14,6,,,,,5,6,2,1,,,0,2,10,12,,,1.0,2.0,,,389.0,308.0,,,136,99,74,53,2.005,3.945,3.525,2020-07-19
2,Piast Gliwice,Cracovia,D,1,1,37,51,49,16,11,2,5,14,6,,,,,8,7,0,0,,,4,1,10,11,,,0.0,3.0,,,359.0,379.0,,,87,87,90,73,1.9,4.285,3.725,2020-07-19
0,Lech Poznań,Jagiellonia Białystok,H,4,0,37,56,44,20,4,8,0,12,4,,,,,8,2,2,2,,,0,4,8,12,,,,,,,501.0,393.0,,,97,63,86,37,1.525,6.15,4.575,2020-07-19
