,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
38,Wisła Kraków,Warta Poznań,A,0,1,25,50,50,17,13,1,7,16,6,,,,,12,5,1,3,,,6,1,16,10,,,2.0,2.0,,,288.0,318.0,,,85.0,79.0,99.0,55.0,2.0,4.225,3.35,2021-04-17
37,Stal Mielec,Zagłębie Lubin,A,0,2,25,53,47,28,12,4,5,24,7,,,,,15,6,1,0,,,3,4,15,10,,,1.0,1.0,,,381.0,335.0,,,96.0,85.0,107.0,65.0,2.795,2.65,3.35,2021-04-18
36,Wisła Płock,Jagiellonia Białystok,D,2,2,25,48,52,13,16,6,7,7,9,,,,,2,10,0,3,,,5,4,7,18,,,2.0,2.0,,,369.0,362.0,,,100.0,91.0,53.0,70.0,2.2,3.35,3.55,2021-04-18
35,Legia Warszawa,Cracovia,D,0,0,25,64,36,20,10,6,4,14,6,,,,,9,0,1,1,,,4,6,16,18,,,0.0,2.0,,,499.0,220.0,,,105.0,75.0,84.0,34.0,1.485,8.125,4.199999999999998,2021-04-18
34,Pogoń Szczecin,Górnik Zabrze,H,1,0,26,56,44,9,9,2,2,7,7,,,,,6,4,1,1,,,2,1,8,13,,,2.0,5.0,,,399.0,359.0,,,107.0,93.0,68.0,74.0,1.995,4.425,3.25,2021-04-20
204,Warta Poznań,Raków Częstochowa,A,0,2,26,55,45,11,8,4,6,7,2,,,,,5,4,1,1,,,4,4,18,10,,,0.0,1.0,,,431.0,336.0,,,91.0,95.0,59.0,58.0,4.35,1.925,3.5,2021-04-20
33,Śląsk Wrocław,Podbeskidzie B-B,H,4,3,26,47,53,16,18,6,8,10,10,,,,,4,5,4,3,,,5,2,8,10,,,,,,,330.0,357.0,,,105.0,129.0,69.0,92.0,2.4000000000000004,3.1,3.375,2021-04-20
32,Lech Poznań,Lechia Gdańsk,H,3,0,26,53,47,14,7,5,1,9,6,,,,,6,5,2,0,,,1,2,21,14,,,2.0,3.0,,,405.0,350.0,,,71.0,87.0,57.0,74.0,1.85,4.1,3.75,2021-04-20
31,Zagłębie Lubin,Wisła Kraków,H,4,1,26,56,44,13,13,8,4,5,9,,,,,1,8,2,1,,,3,4,11,21,,,2.0,4.0,,,377.0,251.0,,,122.0,100.0,78.0,71.0,2.24,3.2,3.61,2021-04-21
30,Jagiellonia Białystok,Stal Mielec,D,3,3,26,51,49,17,17,8,9,9,8,,,,,5,6,4,3,,,6,5,13,8,,,1.0,1.0,,,381.0,396.0,,,121.0,114.0,80.0,74.0,2.7350000000000003,2.7,3.36,2021-04-21
29,Piast Gliwice,Legia Warszawa,A,0,1,26,42,58,5,27,0,5,5,22,,,,,1,10,2,1,,,4,0,10,13,,,2.0,1.0,,,328.0,485.0,,,89.0,99.0,55.0,96.0,3.9,2.075,3.375,2021-04-21
28,Cracovia,Wisła Płock,H,1,0,26,39,61,10,4,4,1,6,3,,,,,3,5,4,0,,,1,3,11,19,0.0,1.0,1.0,4.0,,,231.0,381.0,,,80.0,93.0,61.0,80.0,2.285,3.675,3.1,2021-04-21
203,Raków Częstochowa,Śląsk Wrocław,H,2,0,27,44,56,13,8,6,4,7,4,,,,,10,1,0,0,,,4,4,14,24,0.0,1.0,2.0,2.0,,,270.0,460.0,,,69.0,76.0,56.0,38.0,1.62,6.0,4.0,2021-04-23
27,Podbeskidzie B-B,Lech Poznań,H,1,0,27,43,57,11,12,3,4,8,8,,,,,5,4,1,2,,,4,2,14,13,,,2.0,4.0,,,279.0,458.0,,,88.0,85.0,78.0,62.0,4.050000000000002,1.925,3.725,2021-04-23
24,Wisła Kraków,Cracovia,D,0,0,27,63,37,12,10,2,2,10,8,,,,,10,3,4,1,,,2,2,16,13,,,3.0,2.0,,,328.0,200.0,,,89.0,83.0,102.0,56.0,2.66,2.87,3.225,2021-04-24
25,Zagłębie Lubin,Piast Gliwice,D,2,2,27,47,53,5,13,3,6,2,7,,,,,2,8,3,2,,,4,1,11,8,,,1.0,1.0,,,379.0,417.0,,,128.0,131.0,78.0,100.0,2.86,2.66,3.2350000000000003,2021-04-24
26,Górnik Zabrze,Wisła Płock,A,0,2,27,58,42,12,8,4,4,8,4,,,,,5,1,3,0,,,2,4,11,22,,,3.0,4.0,,,406.0,250.0,,,133.0,77.0,99.0,56.0,2.3,3.5250000000000004,3.15,2021-04-24
21,Lechia Gdańsk,Legia Warszawa,A,0,1,27,46,54,6,15,0,4,6,11,,,,,4,9,1,1,,,3,0,16,14,,,3.0,2.0,,,347.0,477.0,,,111.0,119.0,59.0,97.0,5.05,1.755,3.735,2021-04-25
22,Stal Mielec,Pogoń Szczecin,H,1,0,27,34,66,5,23,2,7,3,16,,,,,4,11,2,4,,,7,1,13,11,,,3.0,1.0,,,188.0,466.0,,,70.0,102.0,61.0,113.0,3.925,2.05,3.425,2021-04-25
23,Warta Poznań,Jagiellonia Białystok,H,2,0,27,50,50,13,9,6,3,7,6,,,,,8,6,2,0,,,3,4,9,21,,,0.0,2.0,,,305.0,348.0,,,110.0,90.0,81.0,68.0,2.4,3.3,3.1500000000000004,2021-04-25
202,Jagiellonia Białystok,Raków Częstochowa,D,0,0,28,50,50,10,9,6,5,4,4,,,,,4,7,0,3,,,5,6,12,10,,,1.0,3.0,,,426.0,399.0,,,108.0,115.0,62.0,74.0,4.275,1.79,4.125,2021-04-28
20,Wisła Płock,Lechia Gdańsk,A,1,3,28,63,37,19,8,10,4,9,4,,,,,9,9,2,2,,,1,9,12,19,,,2.0,2.0,,,399.0,232.0,,,108.0,84.0,91.0,49.0,2.725,2.78,3.275,2021-04-30
19,Śląsk Wrocław,Zagłębie Lubin,D,0,0,28,44,56,15,7,1,1,14,6,,,,,3,7,1,3,,,1,1,15,13,0.0,1.0,0.0,2.0,,,309.0,450.0,,,117.0,135.0,58.0,80.0,2.705,2.725,3.375,2021-04-30
17,Pogoń Szczecin,Warta Poznań,D,1,1,28,73,27,15,6,3,2,12,4,,,,,5,2,1,3,,,1,2,15,17,,,,,,,562.0,183.0,,,104.0,85.0,93.0,33.0,1.96,4.3,3.425,2021-05-01
16,Lech Poznań,Stal Mielec,A,1,2,28,69,31,19,6,3,4,16,2,,,,,3,2,3,0,,,2,2,18,7,,,2.0,2.0,,,625.0,250.0,,,97.0,54.0,85.0,35.0,1.745,4.6,4.125,2021-05-01
18,Legia Warszawa,Wisła Kraków,D,0,0,28,63,37,7,7,2,2,5,5,,,,,7,4,1,2,,,2,2,16,14,,,1.0,3.0,,,525.0,211.0,,,96.0,85.0,63.0,42.0,1.635,5.300000000000002,4.275,2021-05-01
15,Piast Gliwice,Podbeskidzie B-B,H,2,0,28,50,50,10,13,4,4,6,9,,,,,4,9,3,0,,,4,2,16,15,,,0.0,1.0,,,360.0,385.0,,,101.0,97.0,61.0,91.0,1.915,4.175000000000002,3.66,2021-05-03
14,Cracovia,Górnik Zabrze,H,1,0,28,44,56,12,15,3,3,9,12,,,,,1,6,0,0,,,3,2,19,15,,,4.0,7.0,,,274.0,359.0,,,86.0,104.0,52.0,85.0,2.285,3.4,3.2750000000000004,2021-05-03
201,Stal Mielec,Raków Częstochowa,A,0,1,23,46,54,7,11,3,2,4,9,,,,,2,5,0,3,,,2,3,17,16,,,1.0,1.0,,,329.0,381.0,,,83.0,98.0,51.0,68.0,3.525,2.16,3.5,2021-05-05
200,Górnik Zabrze,Jagiellonia Białystok,H,3,1,29,50,50,18,12,7,3,11,9,,,,,8,3,0,0,,,2,4,5,9,,,2.0,1.0,,,382.0,439.0,,,123.0,90.0,97.0,52.0,2.075,3.625,3.575,2021-05-07
13,Zagłębie Lubin,Pogoń Szczecin,D,1,1,29,58,42,10,10,1,5,9,5,,,,,5,5,0,2,,,4,0,8,11,,,4.0,2.0,,,519.0,294.0,,,81.0,80.0,70.0,71.0,3.2,2.35,3.375,2021-05-07
12,Podbeskidzie B-B,Wisła Płock,D,1,1,29,52,48,9,9,2,2,7,7,,,,,4,5,1,2,,,1,1,18,16,,,3.0,2.0,,,342.0,289.0,,,104.0,103.0,72.0,77.0,2.4,3.15,3.35,2021-05-08
11,Lechia Gdańsk,Cracovia,D,1,1,29,56,44,16,9,3,2,13,7,,,,,9,2,1,3,,,1,2,12,8,,,4.0,2.0,,,382.0,343.0,,,111.0,90.0,97.0,54.0,2.08,3.725,3.51,2021-05-08
10,Wisła Kraków,Lech Poznań,A,1,2,29,36,64,6,15,1,4,5,11,,,,,2,8,0,3,,,2,1,18,14,,,1.0,4.0,,,252.0,560.0,,,82.0,125.0,52.0,93.0,3.575,2.1,3.6,2021-05-08
8,Stal Mielec,Legia Warszawa,D,0,0,29,35,65,9,11,5,3,4,8,,,,,2,4,0,4,,,3,5,11,15,,,3.0,3.0,,,223.0,496.0,,,68.0,112.0,46.0,84.0,4.625,1.8,3.825,2021-05-09
9,Warta Poznań,Śląsk Wrocław,A,2,3,29,45,55,9,14,3,7,6,7,,,,,5,11,1,2,,,4,1,15,14,,,1.0,1.0,,,309.0,393.0,,,82.0,97.0,52.0,71.0,2.38,3.3,3.185,2021-05-09
7,Raków Częstochowa,Piast Gliwice,H,1,0,29,40,60,9,13,6,1,3,12,,,,,4,2,2,1,,,1,5,16,14,,,1.0,2.0,,,312.0,502.0,,,33.0,32.0,24.0,17.0,2.265,3.325,3.425,2021-05-10
1,Jagiellonia Białystok,Lechia Gdańsk,H,2,1,30,40,60,15,18,7,6,8,12,,,,,6,8,3,4,,,5,5,14,12,,,5.0,4.0,,,,,,,97.0,112.0,65.0,91.0,3.9,1.95,3.8,2021-05-16
2,Lech Poznań,Górnik Zabrze,D,1,1,30,55,45,15,15,8,7,7,8,,,,,10,6,1,1,,,6,7,13,7,,,2.0,1.0,,,431.0,363.0,,,84.0,99.0,74.0,65.0,1.725,4.95,4.0,2021-05-16
3,Legia Warszawa,Podbeskidzie B-B,H,1,0,30,60,40,13,13,4,4,9,9,,,,,4,7,0,2,,,4,3,9,12,,,,,,,422.0,302.0,,,101.0,64.0,79.0,75.0,1.535,6.074999999999998,4.625,2021-05-16
199,Wisła Płock,Zagłębie Lubin,H,4,0,30,52,48,16,8,10,2,6,6,,,,,4,4,2,1,,,2,6,9,18,,,3.0,2.0,,,339.0,369.0,,,99.0,93.0,72.0,45.0,2.655,2.825,3.305,2021-05-16
5,Pogoń Szczecin,Raków Częstochowa,A,1,3,30,65,35,15,9,3,6,12,3,,,,,6,1,2,2,,,3,2,13,14,,,0.0,2.0,,,471.0,245.0,,,96.0,83.0,80.0,55.0,2.325,3.225,3.4,2021-05-16
6,Śląsk Wrocław,Stal Mielec,D,1,1,30,49,51,14,14,4,7,10,7,,,,,2,9,1,2,,,6,3,7,13,,,0.0,4.0,,,378.0,374.0,,,99.0,92.0,67.0,64.0,2.275,3.45,3.3,2021-05-16
4,Piast Gliwice,Wisła Kraków,A,2,3,30,66,34,19,9,6,7,13,2,,,,,5,2,2,3,,,4,4,14,21,,,1.0,3.0,,,469.0,237.0,,,114.0,58.0,104.0,51.0,1.49,6.574999999999998,4.775,2021-05-16
0,Cracovia,Warta Poznań,A,0,1,30,46,54,5,7,0,2,5,5,,,,,5,6,3,2,,,1,0,16,13,,,1.0,2.0,,,,,,,87.0,103.0,55.0,80.0,2.45,3.175,3.225,2021-05-16
